Ngày,Giá điều chỉnh,Giá đóng cửa,Thay đổi,Khối lượng khớp lệnh,Giá trị khớp lệnh,KL thoả thuận,GT thoả thuận,Giá mở cửa,Giá cao nhất,Giá thấp nhất
26/05/2021,56.28,95.3,1.5(1.60 %),1992800,188702000000,105000,10531500000,94.2,95.5,93.7
25/05/2021,55.4,93.8,0.3(0.32 %),2156300,201917000000,76000,6688000000,93.5,95.2,92.8
24/05/2021,55.22,93.5,-0.3(-0.32 %),2669500,247797000000,1010621,98174568000,93.8,93.9,92.1
21/05/2021,55.4,93.8,-1.7(-1.78 %),3222700,305928000000,3684700,376057870000,94.3,96.6,93.0
20/05/2021,56.4,95.5,4.7(5.18 %),3523900,324421000000,601732,58428177200,90.8,95.5,90.4
19/05/2021,53.63,90.8,3.8(4.37 %),2876300,254765000000,47800,4306400000,87.5,91.1,86.8
18/05/2021,51.38,87.0,1.3(1.52 %),2133500,185553000000,147800,13379480000,86.4,87.4,86.2
17/05/2021,50.61,85.7,0.9(1.06 %),1744500,149844000000,2744900,246842760000,85.8,86.6,85.2
14/05/2021,50.08,84.8,0.8(0.95 %),1858700,158306000000,50000,4490000000,84.3,86.2,84.1
13/05/2021,49.61,84.0,-1.4(-1.64 %),2558300,216918000000,230900,20963170000,85.0,85.4,84.0
12/05/2021,50.44,85.4,0.2(0.23 %),1844500,156550000000,20000,1822000000,85.0,85.4,84.3
11/05/2021,50.32,85.2,-0.6(-0.70 %),2078700,179204000000,205300,18846540000,86.0,86.6,85.2
10/05/2021,50.67,85.8,2.8(3.37 %),4504300,382109000000,77000,6837600000,83.1,86.0,83.0
07/05/2021,49.02,83.0,0.3(0.36 %),2705900,224718000000,45000,3978000000,82.7,84.0,82.3
06/05/2021,48.84,82.7,-0.2(-0.24 %),1969000,163167000000,0,0,83.0,83.5,82.2
05/05/2021,48.96,82.9,0(0.00 %),2321300,194341000000,25900,2297330000,84.5,84.5,82.7
04/05/2021,48.96,82.9,2(2.47 %),2362100,192828000000,1063600,80089080000,80.0,83.5,80.0
29/04/2021,47.78,80.9,0.1(0.12 %),2095500,170000000000,133400,11525760000,80.8,81.8,80.8
28/04/2021,47.72,80.8,0.1(0.12 %),1366700,110472000000,360949,31149898700,80.1,81.3,80.1
27/04/2021,47.66,80.7,-0.3(-0.37 %),1287100,103897000000,525000,45465000000,80.4,81.4,80.1
26/04/2021,47.84,81.0,-2(-2.41 %),2551300,207956000000,565000,50172000000,82.5,82.8,80.5
23/04/2021,49.02,83.0,3(3.75 %),3166400,256834000000,40000,3424000000,80.0,83.0,79.7
22/04/2021,47.25,80.0,-2.9(-3.50 %),2271200,187097000000,153000,13571100000,82.0,83.9,80.0
20/04/2021,48.96,82.9,1.4(1.72 %),4742800,395628000000,324960,28239272000,81.8,84.9,81.6
19/04/2021,48.13,81.5,1.8(2.26 %),2380800,191996000000,1169900,99675480000,80.0,81.5,79.5
16/04/2021,47.07,79.7,-0.3(-0.38 %),2194600,174885000000,401000,33972000000,79.8,81.2,78.8
15/04/2021,47.25,80.0,-1(-1.23 %),2096200,168481000000,984000,85108400000,81.0,81.4,79.8
14/04/2021,47.84,81.0,0.3(0.37 %),2530600,203016000000,0,0,80.0,81.0,79.5
13/04/2021,47.66,80.7,-1.4(-1.71 %),2038100,166084000000,1401200,122138160000,82.0,82.2,80.5
12/04/2021,48.49,82.1,0(0.00 %),2022500,165647000000,97000,8516600000,82.4,82.4,81.5
09/04/2021,48.49,82.1,2.5(3.14 %),3970400,324280000000,1014395,86253014500,79.9,83.0,79.9
08/04/2021,47.01,79.6,0(0.00 %),1609800,128742000000,520000,44162000000,80.2,80.6,79.5
07/04/2021,47.01,79.6,0.2(0.25 %),1503800,119317000000,551800,46847820000,79.2,79.7,79.1
06/04/2021,46.89,79.4,-0.2(-0.25 %),1505800,119718000000,127000,10705700000,79.1,80.0,79.1
05/04/2021,47.01,79.6,-0.2(-0.25 %),1487000,118650000000,1270500,108373650000,80.4,80.5,78.9
02/04/2021,47.13,79.8,0.1(0.13 %),1950200,156308000000,41000,3296400000,80.4,80.5,79.8
01/04/2021,47.07,79.7,2(2.57 %),2500900,196984000000,650000,54015000000,77.9,79.7,77.9
31/03/2021,45.89,77.7,0.6(0.78 %),1373400,106328000000,46600,3839840000,77.1,78.1,76.6
30/03/2021,45.54,77.1,-0.5(-0.64 %),1512500,117032000000,200000,16600000000,77.9,78.0,77.0
29/03/2021,45.83,77.6,1.5(1.97 %),1997700,153319000000,36965,2617122000,76.5,78.1,76.1
26/03/2021,44.95,76.1,-0.5(-0.65 %),2672600,202166000000,0,0,76.2,76.8,74.5
25/03/2021,45.24,76.6,-0.4(-0.52 %),2305400,177410000000,50000,4115000000,77.5,77.5,76.5
24/03/2021,45.48,77.0,-1.8(-2.28 %),2480100,192902000000,308400,25998120000,77.9,78.9,76.5
23/03/2021,46.54,78.8,0.1(0.13 %),2201700,173901000000,131500,11072300000,78.5,80.0,78.3
22/03/2021,46.48,78.7,-1.1(-1.38 %),2084800,164371000000,990000,73691000000,79.5,79.6,78.3
19/03/2021,47.13,79.8,-1.2(-1.48 %),2247800,179559000000,675700,58515620000,80.0,80.5,79.4
18/03/2021,47.84,81.0,0.2(0.25 %),1807500,145977000000,370000,31968000000,81.0,81.0,80.0
17/03/2021,47.72,80.8,-0.7(-0.86 %),1603200,129399000000,1963800,170065080000,81.5,81.5,80.0
16/03/2021,47.84,81.0,4.5(5.88 %),5111000,404799000000,60000,4702000000,77.0,81.5,76.6
15/03/2021,45.18,76.5,0(0.00 %),1760900,135307000000,40500,3312900000,76.6,77.5,76.1
12/03/2021,45.18,76.5,-0.2(-0.26 %),2062800,158248000000,0,0,77.0,77.1,76.3
11/03/2021,45.3,76.7,0.4(0.52 %),1477800,113277000000,523000,42664800000,76.5,77.1,76.1
10/03/2021,45.06,76.3,1.3(1.73 %),2602400,198901000000,55000,4411000000,75.9,77.5,75.0
09/03/2021,44.3,75.0,-0.8(-1.06 %),2182400,163673000000,1850000,150035000000,75.0,75.7,74.5
08/03/2021,44.77,75.8,-0.1(-0.13 %),1656600,125690000000,3627023,280419861000,76.0,76.5,75.4
05/03/2021,44.83,75.9,0(0.00 %),2507500,188624000000,500000,40600000000,75.5,76.0,74.5
04/03/2021,44.83,75.9,-1.8(-2.32 %),2901500,222177000000,1235000,102628500000,77.7,77.8,75.1
03/03/2021,45.89,77.7,-0.2(-0.26 %),1599400,124366000000,4314007,359356783100,78.0,78.1,77.4
02/03/2021,46.01,77.9,0(0.00 %),1821700,141973000000,564300,46766970000,78.9,78.9,76.9
01/03/2021,46.01,77.9,1.7(2.23 %),2078100,161152000000,0,0,76.8,78.0,76.8
26/02/2021,45.0,76.2,0(0.00 %),1936000,146799000000,1081000,87073840000,75.0,76.4,74.9
25/02/2021,45.0,76.2,0.8(1.06 %),1927500,145889000000,100000,8060000000,76.1,76.3,74.5
24/02/2021,44.53,75.4,-0.1(-0.13 %),2225200,168322000000,1077530,86956671000,76.0,76.5,74.9
23/02/2021,44.59,75.5,-1.3(-1.69 %),3369500,256364000000,40000,3200000000,76.3,77.0,74.6
22/02/2021,45.36,76.8,0.2(0.26 %),2319300,177883000000,1450200,118771380000,76.6,77.5,76.1
19/02/2021,45.24,76.6,-1.6(-2.05 %),3722700,286636000000,1573900,131578040000,77.3,78.0,76.0
18/02/2021,46.19,78.2,0.3(0.39 %),2243100,174087000000,1937390,161384587000,78.0,78.3,76.6
17/02/2021,46.01,77.9,3.3(4.42 %),3139100,245161000000,70200,5601960000,76.3,79.0,75.9
09/02/2021,44.06,74.6,3.3(4.63 %),4224300,306798000000,20000,1524000000,71.4,74.6,70.0
08/02/2021,42.11,71.3,-1.6(-2.19 %),4035600,286580000000,2290000,178620000000,71.3,72.9,69.6
05/02/2021,43.06,72.9,0.4(0.55 %),2084900,151078000000,670500,51361250000,73.0,73.4,71.8
04/02/2021,42.82,72.5,2.5(3.57 %),4398700,316749000000,2908100,217816690000,70.2,73.2,70.2
03/02/2021,41.34,70.0,4(6.06 %),4173500,285275000000,1139300,75354490000,67.5,70.6,66.1
02/02/2021,38.98,66.0,2.5(3.94 %),3264600,210949000000,219500,14524000000,63.1,66.0,63.0
01/02/2021,37.5,63.5,0.8(1.28 %),2017400,128596000000,123900,8182650000,64.4,65.4,62.3
29/01/2021,37.03,62.7,4.1(7.00 %),3211900,198440000000,100000,6270000000,59.0,62.7,59.0
28/01/2021,34.61,58.6,-4.4(-6.98 %),5092400,307139000000,5467400,368502760000,60.0,62.3,58.6
27/01/2021,37.21,63.0,-3(-4.55 %),2226800,144065000000,53000,3339000000,65.7,66.1,62.9
26/01/2021,38.98,66.0,-1(-1.49 %),2597500,172481000000,64000,4582400000,67.5,67.5,65.5
25/01/2021,39.57,67.0,0.1(0.15 %),3111900,209992000000,60000,4108000000,66.8,68.2,66.2
22/01/2021,39.51,66.9,1.3(1.98 %),2090300,139283000000,0,0,65.7,67.5,65.4
21/01/2021,38.74,65.6,2.3(3.63 %),2313100,149180000000,0,0,64.5,65.8,63.3
20/01/2021,37.39,63.3,1.3(2.10 %),3663800,228640000000,295000,17519500000,62.7,63.7,60.2
19/01/2021,36.62,62.0,-4.3(-6.49 %),3505600,222586000000,1086500,75445850000,66.0,66.1,61.7
18/01/2021,39.16,66.3,-0.3(-0.45 %),1209000,80504000000,277200,18847100000,67.0,67.0,66.2
15/01/2021,39.33,66.6,0.2(0.30 %),1540400,102696000000,186000,13206000000,67.0,67.0,66.4
14/01/2021,39.22,66.4,-0.1(-0.15 %),1777500,117806000000,250000,17760000000,66.5,67.0,65.7
13/01/2021,39.28,66.5,0.7(1.06 %),2612000,174209000000,1748824,121300506740,65.9,67.4,65.9
12/01/2021,38.86,65.8,1.1(1.70 %),2435200,158666000000,1696000,115731200000,65.0,66.0,64.0
11/01/2021,38.21,64.7,1.4(2.21 %),1972800,126216000000,0,0,63.9,64.7,63.3
08/01/2021,37.39,63.3,0.8(1.28 %),2720400,171836000000,207400,13854320000,63.0,63.7,62.6
07/01/2021,36.91,62.5,0.1(0.16 %),2150200,133882000000,397200,24785280000,62.6,62.9,61.9
06/01/2021,36.85,62.4,-0.3(-0.48 %),1796000,112928000000,6671400,436143370000,63.1,63.6,62.3
05/01/2021,37.03,62.7,2.5(4.15 %),2332200,145355000000,530576,30511177600,60.0,63.5,59.8
04/01/2021,35.55,60.2,1.1(1.86 %),2151300,128596000000,363920,22368344000,59.6,60.2,59.3
31/12/2020,34.9,59.1,1(1.72 %),2036370,119344000000,100000,6200000000,58.1,59.2,58.0
30/12/2020,34.31,58.1,-0.5(-0.85 %),1204180,70498000000,0,0,58.1,58.9,58.1
29/12/2020,34.61,58.6,0.7(1.21 %),2172950,127022000000,20000,1078000000,57.9,58.8,57.6
28/12/2020,34.2,57.9,0.3(0.52 %),2197090,127194000000,560591,32169981600,57.9,58.6,57.5
25/12/2020,34.02,57.6,0.6(1.05 %),1625110,93086000000,0,0,57.0,57.6,56.6
24/12/2020,33.66,57.0,-0.5(-0.87 %),2386210,135818000000,0,0,57.5,57.8,56.4
23/12/2020,33.96,57.5,-0.6(-1.03 %),1391420,80862000000,1550000,96100000000,58.3,58.6,57.2
22/12/2020,34.31,58.1,0.6(1.04 %),2576390,148783000000,0,0,57.4,58.5,57.1
21/12/2020,33.96,57.5,0.6(1.05 %),2307390,132491000000,54000,3240000000,57.3,57.8,57.1
18/12/2020,33.61,56.9,0.4(0.71 %),1532820,87078000000,41330,2496332000,56.5,57.1,56.5
17/12/2020,33.37,56.5,-0.6(-1.05 %),3594500,203557000000,0,0,56.9,57.1,56.0
16/12/2020,33.72,57.1,0.4(0.71 %),1995530,114125000000,0,0,57.2,57.5,57.0
15/12/2020,33.49,56.7,-0.5(-0.87 %),2666900,152301000000,0,0,57.5,57.6,56.6
14/12/2020,33.78,57.2,0.2(0.35 %),1443760,82874000000,53000,2994500000,57.0,58.0,56.9
11/12/2020,33.66,57.0,0.5(0.88 %),1750270,99242000000,121300,6838520000,56.6,57.0,56.3
10/12/2020,33.37,56.5,-1(-1.74 %),2112490,120816000000,1536390,93719790000,57.0,57.7,56.5
09/12/2020,33.96,57.5,1.3(2.31 %),3001820,171650000000,525070,30940707000,56.3,57.8,56.2
08/12/2020,33.19,56.2,0.5(0.90 %),2297110,128498000000,127190,6817805000,55.7,56.6,55.5
07/12/2020,32.9,55.7,0(0.00 %),1455180,81109000000,100190,5961305000,55.7,56.0,55.5
04/12/2020,32.9,55.7,0.1(0.18 %),1380920,76745000000,138068,7825282400,55.4,55.9,55.4
03/12/2020,32.84,55.6,0(0.00 %),1627980,90262000000,0,0,55.5,55.7,55.1
02/12/2020,32.84,55.6,0.4(0.72 %),2108200,116731000000,48000,2467200000,55.0,55.7,55.0
01/12/2020,32.6,55.2,-0.2(-0.36 %),3427370,189029000000,0,0,55.0,55.4,54.8
30/11/2020,32.72,55.4,-0.8(-1.42 %),2761700,155239000000,133650,7956365000,56.7,56.7,55.4
27/11/2020,33.19,56.2,0.5(0.90 %),1986420,111171000000,5595486,332931417000,55.9,56.2,55.6
26/11/2020,32.9,55.7,0.5(0.91 %),1635130,90685000000,247872,14624448000,55.5,56.0,54.8
25/11/2020,32.6,55.2,-0.4(-0.72 %),1835630,102378000000,66080,3863152000,56.3,56.3,55.2
23/11/2020,33.01,55.9,0.7(1.27 %),2824640,156576000000,2299630,135678170000,55.2,56.2,54.6
20/11/2020,32.6,55.2,0.1(0.18 %),1837360,101705000000,20000,1118000000,55.1,55.9,55.0
19/11/2020,32.54,55.1,1.1(2.04 %),4980430,274107000000,20000,1090000000,54.3,56.0,54.0
18/11/2020,31.89,54.0,0(0.00 %),1757160,94804000000,0,0,54.3,54.3,53.7
17/11/2020,31.89,54.0,0.7(1.31 %),2515530,134801000000,0,0,53.6,54.1,53.0
16/11/2020,31.48,53.3,-0.5(-0.93 %),3713690,199859000000,40631,2336282500,54.0,54.4,53.0
13/11/2020,31.77,53.8,0.3(0.56 %),1318170,70735000000,0,0,53.8,53.8,53.5
12/11/2020,31.6,53.5,0.5(0.94 %),1234540,65606000000,20000,1070000000,53.0,53.5,52.9
11/11/2020,31.3,53.0,0(0.00 %),1668230,88390000000,0,0,53.4,53.4,52.7
10/11/2020,31.3,53.0,-0.4(-0.75 %),1739340,93246000000,543435,30966138500,54.0,54.0,53.0
09/11/2020,31.54,53.4,1(1.91 %),2011650,106877000000,70000,3416000000,52.8,53.4,52.7
06/11/2020,30.95,52.4,0.4(0.77 %),987260,51754000000,0,0,52.4,52.8,52.1
05/11/2020,30.71,52.0,-1(-1.89 %),1305860,69014000000,314065,16629741750,52.7,53.4,52.0
04/11/2020,31.3,53.0,0.2(0.38 %),1369690,72579000000,200000,10300000000,53.0,53.3,52.5
03/11/2020,31.18,52.8,1.1(2.13 %),2562890,133838000000,0,0,51.9,52.9,51.7
02/11/2020,30.53,51.7,0.2(0.39 %),866110,44569000000,0,0,51.5,51.7,51.2
30/10/2020,30.42,51.5,0.6(1.18 %),1469970,75076000000,0,0,51.4,51.5,50.5
29/10/2020,30.06,50.9,0.2(0.39 %),2719690,137655000000,0,0,50.4,51.3,50.2
28/10/2020,29.94,50.7,-1.4(-2.69 %),3596230,185397000000,0,0,52.0,52.4,50.7
27/10/2020,30.77,52.1,-0.7(-1.33 %),3188810,168001000000,1310000,64386500000,52.9,53.2,52.1
26/10/2020,31.18,52.8,-1.1(-2.04 %),3852510,207367000000,0,0,53.9,54.5,52.8
23/10/2020,31.83,53.9,-0.1(-0.19 %),2646310,142927000000,0,0,54.2,54.5,53.5
22/10/2020,31.89,54.0,1.2(2.27 %),2346540,124956000000,40000,2108000000,52.8,54.0,52.6
21/10/2020,31.18,52.8,-0.4(-0.75 %),3305010,177173000000,0,0,53.2,54.5,52.8
20/10/2020,31.42,53.2,-0.1(-0.19 %),1886160,99792000000,1379067,78606819000,53.1,53.3,52.5
19/10/2020,31.48,53.3,0.1(0.19 %),2333670,124468000000,2279481,129373676900,53.6,53.8,53.0
16/10/2020,31.42,53.2,2(3.91 %),5769540,304737000000,0,0,51.2,53.9,50.9
15/10/2020,30.24,51.2,0.2(0.39 %),1925370,98249000000,237540,12945930000,51.2,51.4,50.7
14/10/2020,30.12,51.0,0.3(0.59 %),2409760,122807000000,0,0,50.8,51.4,50.4
13/10/2020,29.94,50.7,-0.2(-0.39 %),1222200,61964000000,41481,2256566400,50.9,51.0,50.5
12/10/2020,30.06,50.9,0.1(0.20 %),1550680,79059000000,0,0,50.9,51.4,50.6
09/10/2020,30.0,50.8,-0.3(-0.59 %),1173500,59801000000,0,0,51.0,51.2,50.8
08/10/2020,30.18,51.1,0.7(1.39 %),3062690,156120000000,42542,2293013800,50.5,51.5,50.3
07/10/2020,29.77,50.4,-0.1(-0.20 %),1493710,75364000000,0,0,50.2,50.7,50.2
06/10/2020,29.83,50.5,0(0.00 %),1520290,76928000000,0,0,50.8,50.9,50.3
05/10/2020,29.83,50.5,0.2(0.40 %),1498360,75248000000,0,0,50.4,50.8,49.9
02/10/2020,29.71,50.3,-0.5(-0.98 %),1947940,97924000000,0,0,50.8,51.1,49.0
01/10/2020,30.0,50.8,0.8(1.60 %),905510,45759000000,0,0,50.2,50.8,50.2
30/09/2020,29.53,50.0,-0.2(-0.40 %),2500310,125007000000,0,0,50.2,50.4,49.75
29/09/2020,29.65,50.2,-0.9(-1.76 %),1900490,96431000000,0,0,51.4,51.4,50.2
28/09/2020,30.18,51.1,0.3(0.59 %),1312300,66816000000,0,0,50.9,51.3,50.6
25/09/2020,30.0,50.8,0.3(0.59 %),1205550,60830000000,592870,30532805000,50.7,50.8,50.0
24/09/2020,29.83,50.5,-0.6(-1.17 %),1728380,87535000000,20000,1092000000,50.7,51.0,50.2
23/09/2020,30.18,51.1,-0.2(-0.39 %),1797680,91963000000,0,0,51.3,51.5,50.8
22/09/2020,30.3,51.3,0.1(0.20 %),1630570,83142000000,40000,2168000000,50.8,51.3,50.6
21/09/2020,30.24,51.2,0(0.00 %),1530250,78704000000,0,0,51.3,51.7,51.2
18/09/2020,30.24,51.2,1.2(2.40 %),3306720,168559000000,30000,1529700000,50.1,51.4,50.0
17/09/2020,29.53,50.0,-0.5(-0.99 %),1563010,78303000000,20000,1080000000,50.3,50.5,49.9
16/09/2020,29.83,50.5,0.5(1.00 %),1918130,96831000000,0,0,50.0,50.8,50.0
15/09/2020,29.53,50.0,0.7(1.42 %),1906730,95005000000,0,0,49.5,50.0,49.3
14/09/2020,29.12,49.3,0.15(0.31 %),1127400,55562000000,0,0,49.25,49.5,49.1
11/09/2020,29.03,49.15,-0.05(-0.10 %),872160,42748000000,0,0,49.0,49.2,48.85
10/09/2020,29.06,49.2,0(0.00 %),1005950,49656000000,0,0,49.5,49.8,49.1
09/09/2020,29.06,49.2,-0.3(-0.61 %),1490820,72985000000,0,0,48.65,49.5,48.6
08/09/2020,29.24,49.5,1(2.06 %),1628870,79581000000,134000,6100000000,48.75,49.5,48.5
07/09/2020,28.64,48.5,-1.5(-3.00 %),2270970,111894000000,2350000,109300000000,49.95,50.0,48.5
04/09/2020,29.53,50.0,-0.4(-0.79 %),1538510,76543000000,0,0,49.5,50.0,49.5
03/09/2020,29.77,50.4,0.5(1.00 %),2281510,114560000000,25938,1382495400,50.4,50.5,49.9
01/09/2020,29.47,49.9,0.4(0.81 %),1757410,87540000000,94240,4645296000,49.5,50.5,49.35
31/08/2020,29.24,49.5,-0.4(-0.80 %),1940640,96478000000,0,0,49.9,50.3,49.35
28/08/2020,29.47,49.9,0.05(0.10 %),4009380,202803000000,424660,22536378000,50.2,51.1,49.9
27/08/2020,29.44,49.85,1.45(3.00 %),3724990,182859000000,0,0,48.25,50.1,48.25
26/08/2020,28.59,48.4,-0.45(-0.92 %),1328990,64491000000,134490,7020378000,48.8,48.85,48.2
25/08/2020,28.85,48.85,0.4(0.83 %),3304670,161245000000,600000,29400000000,48.6,48.95,48.55
24/08/2020,28.61,48.45,1.05(2.22 %),3540210,170803000000,0,0,47.95,48.6,47.85
21/08/2020,27.99,47.4,0.35(0.74 %),1260210,59708000000,0,0,47.25,47.5,47.2
20/08/2020,27.79,47.05,0.2(0.43 %),1824430,85973000000,600000,29220000000,46.9,47.45,46.85
19/08/2020,27.67,46.85,0(0.00 %),877190,41138000000,0,0,46.9,47.05,46.65
18/08/2020,27.67,46.85,-0.15(-0.32 %),625200,29369000000,0,0,47.0,47.15,46.8
17/08/2020,27.76,47.0,-0.8(-1.67 %),1048820,49088000000,0,0,47.0,47.0,46.5
14/08/2020,27.64,47.8,-0.15(-0.31 %),1633770,78333000000,0,0,48.1,48.2,47.45
13/08/2020,27.73,47.95,0.45(0.95 %),1709100,81740000000,0,0,47.7,47.95,47.5
12/08/2020,27.47,47.5,0.5(1.06 %),1233230,58169000000,0,0,47.1,47.5,46.9
11/08/2020,27.18,47.0,-0.2(-0.42 %),1209690,56956000000,0,0,47.45,47.45,47.0
10/08/2020,27.29,47.2,0.1(0.21 %),1160370,54979000000,0,0,47.35,47.8,47.1
07/08/2020,27.24,47.1,0.3(0.64 %),1283690,60645000000,0,0,46.8,47.8,46.8
06/08/2020,27.06,46.8,-0.2(-0.43 %),1153660,54192000000,0,0,47.0,47.25,46.7
05/08/2020,27.18,47.0,0.45(0.97 %),1328520,62327000000,674270,31058046000,46.5,47.15,46.25
04/08/2020,26.92,46.55,0.65(1.42 %),1051310,48921000000,0,0,46.5,46.8,46.2
03/08/2020,26.54,45.9,1.4(3.15 %),1392200,63218000000,261000,12006000000,44.5,45.9,44.5
31/07/2020,25.73,44.5,-0.65(-1.44 %),1106250,49504000000,0,0,44.0,45.2,44.0
30/07/2020,26.11,45.15,0.6(1.35 %),612240,27525000000,81780,3896817000,44.6,45.15,44.6
29/07/2020,25.76,44.55,-1.15(-2.52 %),1554200,68667000000,261000,12658500000,44.4,44.9,43.8
28/07/2020,26.43,45.7,2(4.58 %),1953510,87409000000,50000,2300000000,44.4,45.8,44.15
27/07/2020,25.27,43.7,-2.2(-4.79 %),3274350,146175000000,0,0,45.0,45.9,43.6
24/07/2020,26.54,45.9,-1.85(-3.87 %),3170540,147026000000,0,0,47.4,47.55,45.4
23/07/2020,27.61,47.75,0.35(0.74 %),918630,43544000000,20000,948000000,47.4,47.75,47.1
22/07/2020,27.41,47.4,-0.4(-0.84 %),817890,38897000000,0,0,48.0,48.0,47.3
21/07/2020,27.64,47.8,0.4(0.84 %),940230,44732000000,0,0,47.5,47.95,47.25
20/07/2020,27.41,47.4,-0.7(-1.46 %),2049680,97735000000,0,0,47.4,48.2,47.35
17/07/2020,27.81,48.1,-0.5(-1.03 %),1313100,63435000000,0,0,48.5,48.5,48.1
16/07/2020,28.1,48.6,0(0.00 %),1060530,51523000000,0,0,48.55,48.75,48.4
15/07/2020,28.1,48.6,0.05(0.10 %),1516540,73890000000,0,0,48.7,48.95,48.4
14/07/2020,28.07,48.55,-0.1(-0.21 %),1549540,75203000000,830000,41710000000,48.3,48.85,48.3
13/07/2020,28.13,48.65,0.85(1.78 %),2662490,128880000000,1371848,69731186000,48.0,48.95,47.75
10/07/2020,27.64,47.8,-0.55(-1.14 %),1164310,55820000000,4307750,222710675000,48.1,48.25,47.5
09/07/2020,27.96,48.35,0.65(1.36 %),2298900,110721000000,800000,40080000000,47.9,48.4,47.8
08/07/2020,27.58,47.7,0.25(0.53 %),1472610,70210000000,39986,1765381900,47.3,47.9,47.3
07/07/2020,27.44,47.45,0.65(1.39 %),2739150,130074000000,40700,2035000000,47.0,47.9,47.0
06/07/2020,27.06,46.8,0.55(1.19 %),1089910,50758000000,1093048,53176223600,46.5,46.95,46.3
03/07/2020,26.74,46.25,0.1(0.22 %),529760,24503000000,146965,6789783000,46.5,46.5,46.1
02/07/2020,26.69,46.15,-0.05(-0.11 %),539160,24838000000,0,0,46.3,46.3,45.95
01/07/2020,26.72,46.2,0.55(1.20 %),866660,39851000000,8115332,372244126600,46.0,46.3,45.8
30/06/2020,26.4,45.65,-0.4(-0.87 %),1594210,73168000000,0,0,46.15,46.4,45.4
29/06/2020,26.63,46.05,-0.8(-1.71 %),1281220,59044000000,0,0,46.6,46.6,45.85
26/06/2020,27.09,46.85,0.05(0.11 %),602880,28283000000,0,0,46.8,47.15,46.7
25/06/2020,27.06,46.8,-0.4(-0.85 %),730810,34280000000,0,0,46.65,47.1,46.6
24/06/2020,27.29,47.2,-0.35(-0.74 %),607000,28800000000,0,0,47.9,47.95,47.05
23/06/2020,27.5,47.55,0.55(1.17 %),1693730,80452000000,360510,16655562000,46.95,48.4,46.75
22/06/2020,27.18,47.0,0(0.00 %),787180,36950000000,146965,6900006750,47.0,47.0,46.85
19/06/2020,27.18,47.0,0.4(0.86 %),745470,34955000000,405414,19117362200,46.6,47.0,46.6
18/06/2020,26.95,46.6,0.25(0.54 %),822980,38266000000,0,0,46.3,46.7,46.15
17/06/2020,26.8,46.35,-0.25(-0.54 %),788630,36638000000,400000,18540000000,46.7,46.75,46.25
16/06/2020,26.95,46.6,0.6(1.30 %),1100730,51213000000,61600,3030720000,46.6,46.8,46.3
15/06/2020,26.6,46.0,-1(-2.13 %),1207500,56109000000,20000,1004000000,48.0,48.0,45.9
12/06/2020,27.18,47.0,1(2.17 %),3145450,144922000000,30000,1476000000,45.0,47.0,45.0
11/06/2020,26.6,46.0,-2.8(-5.74 %),4278060,203787000000,350000,16870000000,48.8,48.8,46.0
10/06/2020,28.22,48.8,-0.15(-0.31 %),1307540,63651000000,27520,1439296000,49.0,49.0,48.4
09/06/2020,28.31,48.95,-0.4(-0.81 %),1491540,73591000000,41890,2205792000,49.6,49.65,48.9
08/06/2020,28.54,49.35,0.65(1.33 %),4113250,204111000000,101890,5100469000,49.0,50.0,49.0
05/06/2020,28.16,48.7,0.3(0.62 %),1236200,60008000000,454108,23477383600,48.4,48.7,48.15
04/06/2020,27.99,48.4,-0.25(-0.51 %),1260060,61379000000,66890,3478280000,48.9,48.9,48.4
03/06/2020,28.13,48.65,0.65(1.35 %),1893060,91605000000,61890,2962957000,48.0,48.95,47.9
02/06/2020,27.76,48.0,-0.3(-0.62 %),1456730,70096000000,68890,3408424000,48.3,48.5,48.0
01/06/2020,27.93,48.3,0.35(0.73 %),1298150,62553000000,322340,16536042000,48.0,48.35,48.0
29/05/2020,27.73,47.95,-0.05(-0.10 %),1346170,64435000000,21890,1122957000,48.0,48.1,47.5
28/05/2020,27.76,48.0,0(0.00 %),1194380,57600000000,21890,1122957000,48.2,48.6,48.0
27/05/2020,27.76,48.0,-0.8(-1.64 %),2098580,102592000000,21890,1142658000,48.9,49.4,48.0
26/05/2020,28.22,48.8,0.35(0.72 %),1615680,78467000000,21890,1133902000,48.5,48.8,48.35
25/05/2020,28.02,48.45,0(0.00 %),2033000,97948000000,80000,4144000000,48.5,48.6,47.8
22/05/2020,28.02,48.45,-0.85(-1.72 %),1731720,84408000000,0,0,49.0,49.0,48.45
21/05/2020,28.51,49.3,0.4(0.82 %),2007060,98488000000,0,0,48.9,49.3,48.85
20/05/2020,28.28,48.9,-0.35(-0.71 %),1245380,60873000000,0,0,49.0,49.0,48.55
19/05/2020,28.48,49.25,0.9(1.86 %),2879030,141812000000,120000,6000000000,49.2,49.7,48.6
18/05/2020,27.96,48.35,0.35(0.73 %),2000950,95748000000,20000,1026000000,47.5,48.35,47.4
15/05/2020,27.76,48.0,-0.7(-1.44 %),2430890,117017000000,0,0,48.3,48.9,47.75
14/05/2020,28.16,48.7,-0.65(-1.32 %),2597400,126509000000,1140365,58530724500,48.95,49.1,48.5
13/05/2020,28.54,49.35,-5.05(-9.28 %),6853810,332801000000,60000,2733000000,47.5,49.55,47.4
