Ngày,Giá điều chỉnh,Giá đóng cửa,Thay đổi,Khối lượng khớp lệnh,Giá trị khớp lệnh,KL thoả thuận,GT thoả thuận,Giá mở cửa,Giá cao nhất,Giá thấp nhất
28/06/2021,32.1,53.9,0.2(0.37 %),9639500,520018000000,59000,2950000000,54.8,54.8,53.2
25/06/2021,31.98,53.7,3.5(6.97 %),23685000,1235882000000,0,0,50.5,53.7,50.4
24/06/2021,29.9,50.2,0.3(0.60 %),7398300,370261000000,2300000,114770000000,50.0,50.5,49.7
23/06/2021,29.72,49.9,0.4(0.81 %),9637700,483913000000,0,0,49.5,50.8,49.2
22/06/2021,29.48,49.5,0.5(1.02 %),9039100,447687000000,137600,6813952000,49.9,49.9,49.1
21/06/2021,29.18,49.0,-1.5(-2.97 %),12541700,622518000000,72700,3671350000,50.1,50.5,48.9
18/06/2021,30.07,50.5,0(0.00 %),7798000,395428000000,332000,16766000000,51.5,51.5,50.1
17/06/2021,30.07,50.5,1.1(2.23 %),10762100,534499000000,290000,14491300000,48.1,51.4,48.1
16/06/2021,29.42,49.4,-2.6(-5.00 %),22090600,1106016000000,20012,1000600000,50.8,51.7,48.95
15/06/2021,30.97,52.0,-1(-1.89 %),14842900,778687000000,0,0,52.0,53.5,51.5
14/06/2021,30.97,53.0,2.9(5.79 %),18579800,961368000000,0,0,50.5,53.6,50.0
11/06/2021,29.27,50.1,3.1(6.60 %),22212500,1086758000000,350000,16450000000,46.5,50.2,46.4
10/06/2021,27.46,47.0,0.3(0.64 %),14900900,703034000000,0,0,46.7,47.75,46.5
09/06/2021,27.29,46.7,2.7(6.14 %),21306400,958731000000,0,0,44.6,47.05,43.0
08/06/2021,25.71,44.0,-3.15(-6.68 %),19617700,904113000000,0,0,47.0,47.9,44.0
07/06/2021,27.55,47.15,-1.6(-3.28 %),23994300,1131769000000,0,0,48.2,49.3,45.5
04/06/2021,28.48,48.75,-0.15(-0.31 %),15977800,779175000000,130000,5980000000,48.8,50.0,48.0
03/06/2021,28.57,48.9,2.9(6.30 %),14693000,710221000000,0,0,47.7,49.2,47.0
02/06/2021,26.88,46.0,2.3(5.26 %),16616900,740299000000,200000,8200000000,43.0,46.0,43.0
01/06/2021,25.53,43.7,-0.7(-1.58 %),12399700,552219000000,0,0,45.0,45.3,43.3
31/05/2021,25.94,44.4,2.6(6.22 %),12192900,525826000000,0,0,42.4,44.5,42.0
28/05/2021,24.42,41.8,2.2(5.56 %),17028000,690156000000,0,0,39.9,41.9,39.5
27/05/2021,23.14,39.6,-1.35(-3.30 %),16156700,650311000000,0,0,40.95,41.1,39.0
26/05/2021,23.93,40.95,0.05(0.12 %),13254600,543320000000,0,0,40.8,41.7,40.5
25/05/2021,23.9,40.9,1.1(2.76 %),14778500,590571000000,0,0,39.8,41.0,39.5
24/05/2021,23.25,39.8,0.8(2.05 %),16564900,650310000000,0,0,39.2,39.85,38.6
21/05/2021,22.79,39.0,0.5(1.30 %),15936600,628410000000,0,0,39.0,40.3,38.5
20/05/2021,22.49,38.5,2.5(6.94 %),28128900,1061925000000,0,0,36.15,38.5,36.0
19/05/2021,21.03,36.0,0.75(2.13 %),16376200,582775000000,0,0,35.25,36.2,35.0
18/05/2021,20.6,35.25,-0.2(-0.56 %),11559500,408622000000,0,0,35.4,35.9,34.9
17/05/2021,20.71,35.45,0.15(0.42 %),16948500,607264000000,0,0,36.0,36.3,35.3
14/05/2021,20.62,35.3,0.25(0.71 %),13050200,463048000000,0,0,35.35,35.9,35.05
13/05/2021,20.48,35.05,0.25(0.72 %),20974300,744398000000,150000,4860000000,34.4,36.15,34.4
12/05/2021,20.33,34.8,0.6(1.75 %),10131500,348430000000,0,0,34.0,34.85,34.0
11/05/2021,19.98,34.2,-0.5(-1.44 %),16042700,559232000000,0,0,35.0,35.3,34.2
10/05/2021,20.27,34.7,2(6.12 %),22718700,771147000000,0,0,32.5,34.9,32.3
07/05/2021,19.11,32.7,-0.15(-0.46 %),9370400,306962000000,0,0,32.5,33.5,32.4
06/05/2021,19.19,32.85,-0.75(-2.23 %),10716100,356261000000,0,0,33.5,33.95,32.75
05/05/2021,19.63,33.6,0.7(2.13 %),12386200,415552000000,0,0,33.1,34.2,32.95
04/05/2021,19.22,32.9,0.3(0.92 %),9998200,322200000000,0,0,31.8,32.9,31.6
29/04/2021,19.05,32.6,0.5(1.56 %),9170100,298721000000,1500000,45000000000,32.1,33.0,32.1
28/04/2021,18.76,32.1,0.3(0.94 %),8752800,280293000000,0,0,31.8,32.55,31.7
27/04/2021,18.58,31.8,0.1(0.32 %),5350000,169803000000,0,0,31.7,32.0,31.15
26/04/2021,18.52,31.7,-1.3(-3.94 %),9931300,320160000000,0,0,33.0,33.1,31.6
23/04/2021,19.28,33.0,1.25(3.94 %),14676900,472097000000,0,0,32.0,33.0,31.55
22/04/2021,18.55,31.75,-2.35(-6.89 %),14783000,488510000000,0,0,33.6,34.0,31.75
20/04/2021,19.92,34.1,-0.7(-2.01 %),14901200,517895000000,0,0,35.5,35.55,33.9
19/04/2021,20.33,34.8,0.8(2.35 %),11875700,406116000000,0,0,34.5,34.8,33.8
16/04/2021,19.87,34.0,-0.85(-2.44 %),18210800,620698000000,0,0,34.65,35.05,33.3
15/04/2021,20.36,34.85,-1.1(-3.06 %),18715900,657896000000,0,0,35.95,35.95,34.7
14/04/2021,21.0,35.95,0.35(0.98 %),16502500,584741000000,0,0,35.2,36.2,35.0
13/04/2021,20.8,35.6,-0.9(-2.47 %),17662700,638365000000,0,0,36.9,36.9,35.15
12/04/2021,21.33,36.5,1.25(3.55 %),16962300,607712000000,0,0,35.6,36.85,35.2
09/04/2021,20.6,35.25,0.05(0.14 %),11376200,402213000000,40000,1310000000,35.1,35.7,35.0
08/04/2021,20.57,35.2,-0.15(-0.42 %),10999100,388247000000,60000,2100000000,35.7,35.7,34.95
07/04/2021,20.65,35.35,0.35(1.00 %),13001600,457624000000,0,0,35.0,35.5,34.8
06/04/2021,20.45,35.0,0(0.00 %),15886800,555715000000,20080,692760000,34.5,35.3,34.5
05/04/2021,20.45,35.0,0.7(2.04 %),18659500,654123000000,0,0,35.0,35.5,34.4
02/04/2021,20.04,34.3,0.35(1.03 %),13802300,477967000000,0,0,34.9,34.95,34.05
01/04/2021,19.84,33.95,2.2(6.93 %),21897600,724208000000,0,0,31.8,33.95,31.75
31/03/2021,18.55,31.75,-0.05(-0.16 %),7641900,243343000000,0,0,31.7,32.15,31.65
30/03/2021,18.58,31.8,0.4(1.27 %),7282100,229784000000,0,0,31.9,31.9,31.2
29/03/2021,18.35,31.4,0.5(1.62 %),5694300,178034000000,0,0,31.3,31.45,31.0
26/03/2021,18.05,30.9,0.1(0.32 %),10140300,308030000000,20000,659000000,30.65,31.1,29.4
25/03/2021,18.0,30.8,-0.5(-1.60 %),13265200,414871000000,0,0,31.5,31.75,30.7
24/03/2021,18.29,31.3,-1.6(-4.86 %),13279700,425310000000,0,0,32.3,32.75,31.0
23/03/2021,19.22,32.9,-0.5(-1.50 %),8829200,291108000000,0,0,33.4,33.4,32.55
22/03/2021,19.51,33.4,0.1(0.30 %),7606900,254317000000,0,0,33.6,33.75,33.2
19/03/2021,19.46,33.3,0(0.00 %),11156300,375052000000,0,0,33.1,34.0,33.1
18/03/2021,19.46,33.3,0.7(2.15 %),7073300,235226000000,0,0,33.2,33.5,33.0
17/03/2021,19.05,32.6,0.15(0.46 %),7522500,245617000000,6949244,236302796000,32.45,32.9,32.35
16/03/2021,19.11,32.7,-0.5(-1.51 %),12975900,425097000000,0,0,33.2,33.2,32.4
15/03/2021,19.4,33.2,-0.3(-0.90 %),7094400,236892000000,0,0,33.5,33.7,33.2
12/03/2021,19.57,33.5,-0.45(-1.33 %),6189600,209024000000,0,0,33.95,34.1,33.4
11/03/2021,19.84,33.95,0.85(2.57 %),10817400,366077000000,0,0,33.6,34.3,33.3
10/03/2021,19.34,33.1,0.05(0.15 %),10935600,357748000000,0,0,32.8,33.25,32.3
09/03/2021,19.31,33.05,-0.5(-1.49 %),10483300,346290000000,54400,1825120000,33.3,33.55,32.75
08/03/2021,19.6,33.55,0.1(0.30 %),10821800,367786000000,0,0,34.15,34.45,33.35
05/03/2021,19.54,33.45,0(0.00 %),14142300,466404000000,0,0,33.0,33.45,32.5
04/03/2021,19.54,33.45,-1.4(-4.02 %),15631000,530594000000,0,0,34.95,34.95,33.0
03/03/2021,20.36,34.85,-0.2(-0.57 %),9827100,342540000000,0,0,34.75,35.1,34.6
02/03/2021,20.48,35.05,0.05(0.14 %),12530900,440697000000,0,0,35.5,35.5,34.65
01/03/2021,20.45,35.0,1.8(5.42 %),19294900,662541000000,0,0,33.6,35.1,33.3
26/02/2021,19.4,33.2,-0.25(-0.75 %),13946600,459458000000,50000,1625000000,32.7,33.4,32.6
25/02/2021,19.54,33.45,0(0.00 %),11141000,371978000000,0,0,33.7,33.75,32.9
24/02/2021,19.54,33.45,-0.15(-0.45 %),14635500,494056000000,300000,10080000000,34.3,34.45,33.0
23/02/2021,19.63,33.6,0.75(2.28 %),15568700,517742000000,0,0,32.95,33.95,32.65
22/02/2021,19.19,32.85,-0.3(-0.90 %),13412000,445664000000,0,0,33.15,33.75,32.7
19/02/2021,19.37,33.15,-0.15(-0.45 %),11921100,396085000000,20080,667660000,32.7,33.6,32.7
18/02/2021,19.46,33.3,-0.25(-0.75 %),14644800,487189000000,0,0,33.5,33.75,32.75
17/02/2021,19.6,33.55,1.8(5.67 %),11244000,371000000000,45000,1484550000,32.5,33.6,32.2
09/02/2021,18.55,31.75,1.15(3.76 %),15890800,493734000000,0,0,31.75,31.9,29.6
08/02/2021,17.88,30.6,-0.9(-2.86 %),21430000,671209000000,0,0,30.6,32.75,29.6
05/02/2021,18.4,31.5,1.8(6.06 %),12415200,382046000000,0,0,29.8,31.5,29.75
04/02/2021,17.35,29.7,0(0.00 %),12070400,362230000000,43800,1314438000,29.7,30.6,29.2
03/02/2021,17.35,29.7,1.9(6.83 %),14370500,416523000000,47000,1222000000,28.5,29.7,28.0
02/02/2021,16.24,27.8,1(3.73 %),11603300,314145000000,0,0,26.7,28.0,25.7
01/02/2021,15.66,26.8,-2(-6.94 %),15664500,430752000000,0,0,28.8,29.5,26.8
29/01/2021,16.83,28.8,1.05(3.78 %),14006900,391673000000,0,0,26.0,29.65,26.0
28/01/2021,16.21,27.75,-2.05(-6.88 %),18067700,502367000000,0,0,27.75,28.25,27.75
27/01/2021,17.41,29.8,-2.2(-6.88 %),14058600,429691000000,158800,4800524000,31.1,32.0,29.8
26/01/2021,18.7,32.0,-1.7(-5.04 %),10631800,345508000000,0,0,33.45,33.6,31.6
25/01/2021,19.69,33.7,-0.05(-0.15 %),12151400,406744000000,0,0,33.2,34.55,32.9
22/01/2021,19.72,33.75,-0.8(-2.32 %),11501200,391040000000,0,0,34.3,34.7,33.4
21/01/2021,20.19,34.55,1.25(3.75 %),13084500,441012000000,0,0,33.4,35.0,33.0
20/01/2021,19.46,33.3,-0.5(-1.48 %),14483300,479396000000,0,0,34.2,34.5,31.55
19/01/2021,19.75,33.8,-2.5(-6.89 %),19694000,684300000000,2302880,83594544000,35.8,36.35,33.8
18/01/2021,21.21,36.3,-0.65(-1.76 %),11612500,424181000000,0,0,36.95,36.95,36.05
15/01/2021,21.59,36.95,1.6(4.53 %),14649600,530355000000,29000,1055890000,35.8,37.25,35.45
14/01/2021,20.65,35.35,1.85(5.52 %),22844000,784570000000,0,0,33.5,35.8,33.0
13/01/2021,19.57,33.5,-0.6(-1.76 %),9755200,329791000000,44000,1487200000,34.5,34.5,33.4
12/01/2021,19.92,34.1,0.55(1.64 %),16390400,551099000000,0,0,33.2,34.5,32.5
11/01/2021,19.6,33.55,-0.6(-1.76 %),13473300,452349000000,42800,1562200000,34.1,34.2,33.05
08/01/2021,19.95,34.15,-0.25(-0.73 %),11401100,391442000000,103800,3711160000,34.9,34.9,33.55
07/01/2021,20.1,34.4,0.4(1.18 %),13783700,467749000000,142500,4950395000,34.5,34.6,33.55
06/01/2021,19.87,34.0,0.25(0.74 %),10370000,356696000000,0,0,34.2,34.95,33.0
05/01/2021,19.72,33.75,-0.05(-0.15 %),8624800,291225000000,0,0,33.25,34.1,33.1
04/01/2021,19.75,33.8,0.7(2.11 %),9011500,308131000000,63600,2174484000,34.5,34.6,33.8
31/12/2020,19.34,33.1,1.6(5.08 %),9645420,311704000000,0,0,31.5,33.45,31.45
30/12/2020,18.4,31.5,-0.2(-0.63 %),10530310,333002000000,0,0,31.5,31.95,31.0
29/12/2020,18.52,31.7,-0.3(-0.94 %),11912020,377562000000,1218000,38690060000,31.5,32.15,31.1
28/12/2020,18.7,32.0,1.7(5.61 %),12578470,401601000000,48000,1532160000,31.7,32.25,31.1
25/12/2020,17.7,30.3,1.95(6.88 %),16010740,473878000000,48000,1420320000,28.0,30.3,27.65
24/12/2020,16.56,28.35,-0.45(-1.56 %),15882040,440034000000,98000,2714600000,28.7,28.8,26.8
23/12/2020,16.83,28.8,-0.8(-2.70 %),13975960,404806000000,144000,4170240000,29.35,29.4,28.5
22/12/2020,17.29,29.6,0.95(3.32 %),12607350,368324000000,96000,2804160000,29.0,29.95,28.45
21/12/2020,16.74,28.65,1.85(6.90 %),14052330,398666000000,96000,2723520000,27.4,28.65,27.2
18/12/2020,15.66,26.8,1.75(6.99 %),14808270,386083000000,0,0,25.4,26.8,25.15
17/12/2020,14.64,25.05,0(0.00 %),13209050,331081000000,160000,4017600000,24.8,25.6,24.6
16/12/2020,14.64,25.05,-0.45(-1.76 %),14443400,366894000000,0,0,25.6,25.8,25.0
15/12/2020,14.9,25.5,0.35(1.39 %),15342550,390172000000,0,0,24.8,26.1,24.8
14/12/2020,14.69,25.15,1.6(6.79 %),11829490,293805000000,50000,1097500000,24.1,25.15,24.0
11/12/2020,13.76,23.55,0.75(3.29 %),9023250,208232000000,25000,531250000,22.8,23.55,22.55
10/12/2020,13.32,22.8,0.1(0.44 %),9858070,224614000000,0,0,22.7,23.25,22.4
09/12/2020,13.26,22.7,0.8(3.65 %),13762100,312553000000,191000,4411160000,22.2,23.2,22.2
08/12/2020,12.8,21.9,1.35(6.57 %),11532900,245967000000,0,0,20.65,21.95,20.65
07/12/2020,12.01,20.55,0.5(2.49 %),7082510,144946000000,68000,1362080000,20.55,20.6,20.25
04/12/2020,11.71,20.05,-0.15(-0.74 %),6343360,127776000000,0,0,20.2,20.3,20.0
03/12/2020,11.8,20.2,0.5(2.54 %),8053380,162401000000,0,0,19.9,20.4,19.8
02/12/2020,11.51,19.7,0.3(1.55 %),7098230,139616000000,20000,390000000,19.4,19.85,19.35
01/12/2020,11.33,19.4,0.15(0.78 %),8794040,167782000000,0,0,18.8,19.4,18.8
30/11/2020,11.25,19.25,-0.1(-0.52 %),6728330,130447000000,0,0,19.4,19.6,19.2
27/11/2020,11.31,19.35,0.2(1.04 %),4608770,88913000000,39000,752310000,19.15,19.4,19.15
26/11/2020,11.19,19.15,-0.05(-0.26 %),5344370,101942000000,0,0,19.15,19.3,18.85
25/11/2020,11.22,19.2,0.25(1.32 %),8630730,165382000000,0,0,19.2,19.3,18.95
24/11/2020,11.07,18.95,0.25(1.34 %),10946270,206382000000,0,0,18.8,19.1,18.6
23/11/2020,10.93,18.7,0.5(2.75 %),9362300,172780000000,0,0,18.2,18.75,18.05
20/11/2020,10.63,18.2,-0.25(-1.36 %),6053890,110532000000,0,0,18.45,18.5,18.1
19/11/2020,10.78,18.45,0.05(0.27 %),5201760,96123000000,0,0,18.55,18.6,18.3
18/11/2020,10.75,18.4,0.15(0.82 %),7510860,138373000000,50000,921000000,18.3,18.6,18.2
17/11/2020,10.66,18.25,0.55(3.11 %),8582800,154276000000,0,0,17.85,18.25,17.65
16/11/2020,10.34,17.7,-0.1(-0.56 %),6268580,112030000000,40000,714800000,18.0,18.1,17.7
13/11/2020,10.4,17.8,0.3(1.71 %),4197980,74025000000,0,0,17.6,17.8,17.45
12/11/2020,10.22,17.5,0(0.00 %),3643040,63966000000,0,0,17.6,17.7,17.45
11/11/2020,10.22,17.5,-0.2(-1.13 %),4848370,85799000000,0,0,17.8,17.9,17.5
10/11/2020,10.34,17.7,0.2(1.14 %),8816320,157146000000,0,0,17.75,18.05,17.6
09/11/2020,10.22,17.5,0.35(2.04 %),3963600,69271000000,0,0,17.25,17.6,17.25
06/11/2020,10.02,17.15,-0.1(-0.58 %),1527160,26182000000,0,0,17.25,17.35,17.05
05/11/2020,10.08,17.25,-0.25(-1.43 %),2486250,43277000000,0,0,17.4,17.55,17.25
04/11/2020,10.22,17.5,0.15(0.86 %),4575940,79929000000,0,0,17.4,17.55,17.25
03/11/2020,10.14,17.35,0.2(1.17 %),3118820,53992000000,0,0,17.25,17.4,17.2
02/11/2020,10.02,17.15,0.05(0.29 %),1678320,28582000000,0,0,17.1,17.15,16.9
30/10/2020,9.99,17.1,0(0.00 %),3028990,51377000000,0,0,17.1,17.15,16.7
29/10/2020,9.99,17.1,0.4(2.40 %),4799470,80331000000,0,0,16.5,17.1,16.45
28/10/2020,9.76,16.7,-0.5(-2.91 %),5918990,100367000000,0,0,17.1,17.25,16.5
27/10/2020,10.05,17.2,-0.4(-2.27 %),5449930,94984000000,4163048,73269644800,17.5,17.65,17.2
26/10/2020,10.28,17.6,-0.3(-1.68 %),4731880,84453000000,0,0,17.9,18.1,17.6
23/10/2020,10.46,17.9,-0.1(-0.56 %),4370330,78123000000,6943844,124294807600,18.1,18.15,17.7
22/10/2020,10.52,18.0,0.3(1.69 %),6686080,117703000000,0,0,17.55,18.0,17.4
21/10/2020,10.34,17.7,-0.5(-2.75 %),7065620,127180000000,0,0,18.2,18.3,17.7
20/10/2020,10.63,18.2,-0.15(-0.82 %),4191320,76227000000,0,0,18.35,18.35,17.9
19/10/2020,10.72,18.35,0.2(1.10 %),9462400,174635000000,0,0,18.3,18.7,18.15
16/10/2020,10.6,18.15,0(0.00 %),4444100,80549000000,0,0,18.1,18.3,17.95
15/10/2020,10.6,18.15,0.05(0.28 %),4732880,86190000000,0,0,18.3,18.35,18.05
14/10/2020,10.58,18.1,0.55(3.13 %),5379490,95931000000,0,0,17.6,18.1,17.45
13/10/2020,10.25,17.55,-0.3(-1.68 %),4374250,77589000000,0,0,17.85,17.95,17.55
12/10/2020,10.43,17.85,-0.15(-0.83 %),4849320,87259000000,0,0,18.2,18.2,17.75
09/10/2020,10.52,18.0,0.15(0.84 %),3870610,69918000000,0,0,18.0,18.25,17.85
08/10/2020,10.43,17.85,0(0.00 %),4663470,82987000000,0,0,18.0,18.05,17.6
07/10/2020,10.43,17.85,-0.3(-1.65 %),5770720,103769000000,0,0,18.0,18.15,17.8
06/10/2020,10.6,18.15,-0.1(-0.55 %),5228170,94956000000,0,0,18.25,18.35,17.95
05/10/2020,10.66,18.25,0.5(2.82 %),6672820,120678000000,0,0,18.05,18.3,17.8
02/10/2020,10.37,17.75,-0.05(-0.28 %),10961430,194140000000,0,0,17.9,18.05,17.0
01/10/2020,10.4,17.8,0.85(5.01 %),10321030,181349000000,0,0,17.1,18.0,17.0
30/09/2020,9.9,16.95,0.2(1.19 %),4432160,74387000000,0,0,16.75,17.0,16.6
29/09/2020,9.79,16.75,-0.15(-0.89 %),6122220,104062000000,0,0,17.1,17.15,16.7
28/09/2020,9.87,16.9,0.45(2.74 %),5215260,87460000000,0,0,16.55,16.95,16.55
25/09/2020,9.61,16.45,-0.1(-0.60 %),7290520,119469000000,0,0,16.6,16.65,16.25
24/09/2020,9.67,16.55,-0.15(-0.90 %),4564860,75813000000,0,0,16.6,16.8,16.5
23/09/2020,9.76,16.7,0.15(0.91 %),5699700,95045000000,0,0,16.55,16.8,16.55
22/09/2020,9.67,16.55,0.05(0.30 %),6821140,112650000000,0,0,16.35,16.6,16.35
21/09/2020,9.64,16.5,0.2(1.23 %),8122870,134746000000,30000,497400000,16.45,16.75,16.35
18/09/2020,9.52,16.3,0.3(1.88 %),7903190,128677000000,0,0,16.0,16.45,15.95
17/09/2020,9.35,16.0,0.1(0.63 %),6000380,95616000000,0,0,15.95,16.05,15.8
16/09/2020,9.29,15.9,0.1(0.63 %),3807390,60675000000,0,0,15.8,16.1,15.8
15/09/2020,9.23,15.8,0.05(0.32 %),7005050,111740000000,0,0,15.8,16.15,15.75
14/09/2020,9.2,15.75,0(0.00 %),4644580,73203000000,0,0,15.85,15.9,15.65
11/09/2020,9.2,15.75,-0.1(-0.63 %),4402790,69794000000,0,0,15.85,15.95,15.7
10/09/2020,9.26,15.85,0(0.00 %),8787650,140537000000,0,0,15.95,16.15,15.85
09/09/2020,9.26,15.85,0.05(0.32 %),7044490,110894000000,30000,472200000,15.5,15.9,15.45
08/09/2020,9.23,15.8,0.45(2.93 %),6831470,106210000000,0,0,15.45,15.8,15.3
07/09/2020,8.97,15.35,-0.05(-0.32 %),9582630,149351000000,0,0,15.5,15.85,15.3
04/09/2020,9.0,15.4,0.15(0.98 %),9713580,149017000000,0,0,15.0,15.7,14.85
03/09/2020,8.91,15.25,0.15(0.99 %),4876180,74287000000,0,0,15.35,15.35,15.1
01/09/2020,8.82,15.1,0.2(1.34 %),3449300,51593000000,0,0,14.85,15.1,14.8
31/08/2020,8.71,14.9,-0.2(-1.32 %),3994730,60088000000,0,0,15.15,15.25,14.85
28/08/2020,8.82,15.1,0(0.00 %),5869960,89477000000,0,0,15.25,15.4,15.1
27/08/2020,8.82,15.1,0.05(0.33 %),3711300,55871000000,0,0,15.05,15.15,14.95
26/08/2020,8.79,15.05,0.05(0.33 %),5419820,81879000000,0,0,15.05,15.2,14.95
25/08/2020,8.76,15.0,0(0.00 %),4611300,69444000000,1204000,16795800000,15.15,15.25,14.95
24/08/2020,8.76,15.0,0.3(2.04 %),7044900,105267000000,859200,12371040000,14.85,15.1,14.75
21/08/2020,8.59,14.7,0.35(2.44 %),3758250,54770000000,0,0,14.45,14.7,14.35
20/08/2020,8.38,14.35,-0.2(-1.37 %),2703510,39009000000,0,0,14.55,14.6,14.35
19/08/2020,8.5,14.55,0.15(1.04 %),2670190,38622000000,0,0,14.35,14.6,14.35
18/08/2020,8.41,14.4,-0.1(-0.69 %),1931160,27957000000,350000,5201000000,14.5,14.6,14.35
17/08/2020,8.47,14.5,-0.1(-0.68 %),3811840,54942000000,0,0,14.5,14.6,14.25
14/08/2020,8.53,14.6,-0.25(-1.68 %),4301340,63156000000,0,0,14.8,14.9,14.45
13/08/2020,8.68,14.85,0.2(1.37 %),3734680,55064000000,0,0,14.7,14.9,14.6
12/08/2020,8.56,14.65,-0.05(-0.34 %),2877790,42114000000,0,0,14.75,14.8,14.5
11/08/2020,8.59,14.7,0.3(2.08 %),5313900,77542000000,0,0,14.55,14.75,14.4
10/08/2020,8.41,14.4,0.15(1.05 %),3288010,47689000000,0,0,14.5,14.6,14.4
07/08/2020,8.33,14.25,-0.1(-0.70 %),2562160,36653000000,0,0,14.35,14.45,14.2
06/08/2020,8.38,14.35,-0.15(-1.03 %),4168520,60084000000,0,0,14.45,14.55,14.3
05/08/2020,8.47,14.5,0.15(1.05 %),4672060,67711000000,47000,681030000,14.2,14.7,14.15
04/08/2020,8.38,14.35,0.25(1.77 %),4642760,66130000000,0,0,14.35,14.45,14.05
03/08/2020,8.24,14.1,0.55(4.06 %),5017010,69894000000,0,0,13.5,14.2,13.5
31/07/2020,7.92,13.55,-0.2(-1.45 %),2832300,38540000000,1508000,19302400000,13.4,13.8,13.35
30/07/2020,8.03,13.75,0.2(1.48 %),2699550,37132000000,0,0,13.6,13.9,13.6
29/07/2020,7.92,13.55,-0.65(-4.58 %),6325100,85696000000,0,0,14.0,14.0,13.25
28/07/2020,8.3,14.2,0.9(6.77 %),6648230,91991000000,0,0,13.8,14.2,13.35
27/07/2020,7.77,13.3,-1(-6.99 %),8310880,112351000000,0,0,13.5,14.0,13.3
24/07/2020,8.36,14.3,-0.6(-4.03 %),9774930,140371000000,0,0,14.85,14.9,13.95
23/07/2020,8.71,14.9,-0.15(-1.00 %),4378660,65546000000,0,0,15.1,15.15,14.85
22/07/2020,8.79,15.05,-0.2(-1.31 %),3959010,60268000000,3903097,61044437080,15.4,15.45,15.05
21/07/2020,8.91,15.25,-0.2(-1.29 %),6953920,106849000000,0,0,15.65,15.7,15.1
20/07/2020,9.03,15.45,-1.25(-7.49 %),6438130,101220000000,0,0,15.45,16.0,15.45
17/07/2020,9.17,16.7,0.1(0.60 %),6824380,114254000000,3903097,65181719900,16.55,16.95,16.5
16/07/2020,9.12,16.6,0.05(0.30 %),3531900,58575000000,0,0,16.6,16.7,16.5
15/07/2020,9.09,16.55,-0.15(-0.90 %),4340580,72353000000,0,0,16.8,16.8,16.5
14/07/2020,9.17,16.7,0.75(4.70 %),9138070,148841000000,0,0,15.9,16.7,15.9
13/07/2020,8.76,15.95,0(0.00 %),5298630,85063000000,421340,6722525200,16.2,16.25,15.85
10/07/2020,8.76,15.95,0.1(0.63 %),9082870,145022000000,234590,3900548200,15.75,16.15,15.75
09/07/2020,8.71,15.85,0.15(0.96 %),4876340,77313000000,0,0,15.9,16.0,15.7
08/07/2020,8.62,15.7,0.15(0.96 %),2493090,38860000000,0,0,15.5,15.7,15.35
07/07/2020,8.54,15.55,-0.05(-0.32 %),4850680,76186000000,0,0,15.7,15.85,15.5
06/07/2020,8.57,15.6,0.45(2.97 %),3984350,61421000000,0,0,15.3,15.6,15.15
03/07/2020,8.32,15.15,0(0.00 %),2288480,34769000000,0,0,15.3,15.3,15.1
02/07/2020,8.32,15.15,-0.15(-0.98 %),2325600,35302000000,0,0,15.3,15.3,15.05
01/07/2020,8.4,15.3,0.5(3.38 %),3435740,51885000000,0,0,14.95,15.4,14.75
30/06/2020,8.13,14.8,0(0.00 %),3781930,56040000000,0,0,15.2,15.25,14.45
29/06/2020,8.13,14.8,-0.7(-4.52 %),7502050,112554000000,20009,304136800,15.5,15.5,14.65
26/06/2020,8.51,15.5,-0.3(-1.90 %),4919890,77459000000,0,0,15.9,16.2,15.45
25/06/2020,8.68,15.8,0.05(0.32 %),3914840,61234000000,0,0,15.65,15.85,15.4
24/06/2020,8.65,15.75,-0.35(-2.17 %),5975970,95704000000,0,0,16.1,16.35,15.7
23/06/2020,8.84,16.1,0.9(5.92 %),14025040,224156000000,0,0,15.45,16.25,15.45
22/06/2020,8.35,15.2,-0.1(-0.65 %),3766890,57269000000,160000,2616000000,15.3,15.5,14.95
19/06/2020,8.4,15.3,0.3(2.00 %),4986110,75673000000,0,0,15.0,15.3,14.9
18/06/2020,8.24,15.0,0(0.00 %),1838500,27396000000,0,0,14.7,15.0,14.7
17/06/2020,8.24,15.0,-0.2(-1.32 %),2911920,43862000000,0,0,15.15,15.25,14.85
16/06/2020,8.35,15.2,0.75(5.19 %),5005720,75223000000,0,0,15.0,15.25,14.75
15/06/2020,7.94,14.45,-1.05(-6.77 %),7253720,107058000000,20000,331000000,15.5,15.55,14.45
12/06/2020,8.51,15.5,0.6(4.03 %),7587730,112354000000,0,0,14.6,15.5,14.3
11/06/2020,8.18,14.9,-1.1(-6.88 %),9349070,146440000000,0,0,16.0,16.2,14.9
10/06/2020,8.79,16.0,0.15(0.95 %),6544090,103363000000,0,0,15.75,16.1,15.4
09/06/2020,8.71,15.85,-0.2(-1.25 %),6435790,103028000000,0,0,16.3,16.3,15.8
08/06/2020,8.82,16.05,0.35(2.23 %),5993130,96381000000,0,0,16.2,16.2,15.9
05/06/2020,8.62,15.7,0(0.00 %),5731890,89857000000,0,0,15.7,15.8,15.5
04/06/2020,8.62,15.7,0.5(3.29 %),9360040,147389000000,0,0,15.45,15.95,15.45
03/06/2020,8.35,15.2,0.15(1.00 %),3251400,49087000000,0,0,15.1,15.2,15.0
